,0
0,-0.37605874997977057
1,2.836290050428844
2,-0.6008657728902865
3,-0.3760587516966773
4,2.8511557433230172
5,-0.5943379016231873
6,-0.37605875420516205
7,2.8107953324695165
8,-0.5973826914545906
9,-0.37605875121641785
10,2.83231582640644
11,-0.5991487331547001
12,-0.3760587530636508
13,2.8189951352325284
14,-0.5980651869293114
15,-0.3760587544826928
16,2.8311880845036352
17,-0.5926282441428423
18,-0.37605874780796567
19,2.854500622451521
20,-0.6015955296098139
21,-0.3760587556110916
22,2.801681155847686
23,-0.5963326330109558
24,-0.376058747010392
25,2.8044529505628315
26,-0.6132167342383263
27,-0.3760587489032287
28,2.817039122192351
29,-0.6069222632004768
30,-0.3760587491155756
31,2.8452431151266304
32,-0.6008134685849194
33,-0.3760587505776631
34,2.8388041420418353
35,-0.599139507867776
36,-0.37605875184048376
37,2.837722354536055
38,-0.5967708527543126
39,-0.37605874899300745
40,2.8457878954641336
41,-0.6009520930184346
42,-0.3760587482629203
43,2.85667419678713
44,-0.6002401893220597
45,-0.3760587506508024
46,2.859588856209829
47,-0.5947821944837236
48,-0.3760587489212674
49,2.842353361141136
50,-0.6017889435329198
51,-0.3760587550965785
52,2.8516913608764436
53,-0.5871338548575218
54,-0.3760587483524481
55,2.8364592159181767
56,-0.6041221001032221
57,-0.3760587538341147
58,2.838027758982334
59,-0.5925808283053955
60,-0.37605875197389765
61,2.82827645305168
62,-0.5984166597238455
63,-0.37605874766192526
64,2.8545928551860094
65,-0.6018713426185086
66,-0.37605875344357564
67,2.8493876145009347
68,-0.5910732714783277
69,-0.3760587518763964
70,2.799879449411318
71,-0.604388211952437
72,-0.37605875071824657
73,2.849804545133063
74,-0.5966248104925688
75,-0.3760587556971106
76,2.8593223989225867
77,-0.5842945353866993
78,-0.37605875226120705
79,2.828016830325823
80,-0.5978791251305109
81,-0.37605875275338635
82,2.841815556402119
83,-0.5940530692347098
84,-0.37605874898038344
85,2.8212168185077138
86,-0.6059260701937327
87,-0.3760587494631841
88,2.800430825226928
89,-0.6091466438471774
90,-0.376058750504135
91,2.820700836093148
92,-0.6029529847163168
93,-0.3760587555858771
94,2.8561039857972115
95,-0.5851924837778784
96,-0.3760587478737205
97,2.827779863086928
98,-0.606825606946199
99,-0.3760587514747929
100,2.8299994164985303
101,-0.5990899361553038
102,-0.3760587525172072
103,2.8568052217081563
104,-0.591489314430435
105,-0.37605875486914386
106,2.8387145968584724
107,-0.5902760051537007
108,-0.37605874754574614
109,2.8316318544632537
110,-0.6067086813696182
111,-0.3760587535325633
112,2.8095549562766604
113,-0.599025999791409
114,-0.37605875529275357
115,2.8493156894983507
116,-0.5872078611667275
117,-0.37605875275749767
118,2.8348648537714802
119,-0.595461181707577
120,-0.3760587534805937
121,2.7991612474107748
122,-0.6012563393711942
123,-0.37605874720737853
124,2.812973285945724
125,-0.6111210590175697
126,-0.37605874746512674
127,2.858813630624906
128,-0.601421532563117
129,-0.3760587481713555
130,2.854494590412718
131,-0.600863241979959
132,-0.3760587506804158
133,2.8169610572552526
134,-0.6033523042442078
135,-0.37605874826753793
136,2.835943713195598
137,-0.6043964553308923
138,-0.37605875499245117
139,2.8053452632099907
140,-0.5968669397999566
141,-0.376058748012019
142,2.8359867235482894
143,-0.6049010822200501
144,-0.37605875537596045
145,2.858745186630126
146,-0.585094208377041
147,-0.3760587523548264
148,2.8580114443142963
149,-0.5915811211876452
150,-0.3760587551661466
151,2.816200701744082
152,-0.5942763006630544
153,-0.3760587558440346
154,2.838506620051725
155,-0.5882670496080163
156,-0.3760587493242346
157,2.8209961932315952
158,-0.6052786572259751
159,-0.3760587498249775
160,2.803065805970257
161,-0.607889095740083
162,-0.3760587548083179
163,2.856091063930261
164,-0.5868388222353477
165,-0.37605875587429544
166,2.8181374786274236
167,-0.5923961912420669
168,-0.37605874778011517
169,2.817947088233863
170,-0.6089855784222096
171,-0.37605874991367955
172,2.804019758286291
173,-0.6075181447518726
174,-0.37605875160322305
175,2.843279435519775
176,-0.5961301465304858
177,-0.37605875455806753
178,2.805538407685357
179,-0.5977286349399934
180,-0.3760587552190665
181,2.7975740862666867
182,-0.5979920997221055
183,-0.3760587535470477
184,2.8518619236908855
185,-0.5903517999408854
186,-0.3760587549833286
187,2.8008804319150644
188,-0.597802365138247
189,-0.3760587481724077
190,2.8080386190376614
191,-0.6101932520788306
192,-0.37605874879646217
193,2.849442282857623
194,-0.6006144572116298
195,-0.37605875367434916
196,2.813213099869286
197,-0.5979858681485596
198,-0.3760587486764187
199,2.8191532036417692
200,-0.6069516579250468
201,-0.3760587472081642
202,2.8073528778828143
203,-0.6122451334358795
204,-0.3760587549283002
205,2.85681825848986
206,-0.5864364851148736
207,-0.37605874878801016
208,2.8147830816312345
209,-0.6076074261800153
210,-0.3760587494314667
211,2.8501039936696233
212,-0.5991922086041185
213,-0.3760587487467712
214,2.8198832058468293
215,-0.606663670462599
216,-0.3760587521805284
217,2.8484191987822673
218,-0.5938943863238212
219,-0.3760587494817555
220,2.8514361705568914
221,-0.5988211893129102
222,-0.37605874782910564
223,2.821689110855837
224,-0.6081370371910861
225,-0.37605875171218894
226,2.8252885794733333
227,-0.599560428203872
228,-0.3760587552742563
229,2.8163819351693626
230,-0.5940133391729115
231,-0.3760587473084205
232,2.8014557525529424
233,-0.6132280734334935
234,-0.3760587476284221
235,2.8564442519291147
236,-0.6015675468024516
237,-0.37605875287654583
238,2.849166253088614
239,-0.5922990727889256
240,-0.3760587481626266
241,2.837560817192074
242,-0.6042824549308009
243,-0.37605875236525116
244,2.855229020049247
245,-0.5921258493205702
246,-0.3760587479433032
247,2.8367949098898704
248,-0.6048767408483298
249,-0.3760587508393051
250,2.8321387622135727
251,-0.5999551391168444
252,-0.37605875277731443
253,2.8561675290291313
254,-0.5910782118725014
255,-0.3760587505165559
256,2.856778506447617
257,-0.5956267926729357
258,-0.37605875359707397
259,2.8459041094238664
260,-0.5914648015136561
261,-0.37605874995194866
262,2.8311429887931654
263,-0.6019620600340977
264,-0.37605875237178504
265,2.8177521539074797
266,-0.5997411320978313
267,-0.3760587506641912
268,2.820735142582852
269,-0.60262110856859
270,-0.3760587487365421
271,2.821516486416141
272,-0.6063555147758999
273,-0.3760587528551961
274,2.7986796808576657
275,-0.6026363674734845
276,-0.37605875388039567
277,2.8424857824830103
278,-0.591572523985582
279,-0.37605875063206884
280,2.8247568213337892
281,-0.6018721887345394
282,-0.3760587555145554
283,2.8487876600465807
284,-0.5868479351254869
285,-0.37605875472777556
286,2.8287548977636976
287,-0.5926151674928681
288,-0.37605875390650034
289,2.811149623826827
290,-0.5979281195958169
291,-0.3760587512180387
292,2.8465027018234252
293,-0.5962680637912646
294,-0.37605874702687964
295,2.8103715004523186
296,-0.6119995004736617
297,-0.3760587510011299
298,2.8391178183231087
299,-0.5982102265775046
300,-0.37605875037423575
301,2.838476550147294
302,-0.5996208217343576
303,-0.37605874957684055
304,2.8301931195870687
305,-0.6029137858230019
306,-0.37605874965283276
307,2.848466854345929
308,-0.5990720264742446
309,-0.37605874848299087
310,2.844434881989737
311,-0.6022556540691666
312,-0.37605874929012595
313,2.855963077773809
314,-0.5982984573021056
315,-0.37605875579144604
316,2.8550019019580426
317,-0.5849833638821809
318,-0.3760587558955802
319,2.8502186979576574
320,-0.5857470950848591
321,-0.3760587476806959
322,2.823798429270035
323,-0.6080100313829211
324,-0.3760587554539711
325,2.8552073807825193
326,-0.5856562174217432
327,-0.3760587550892756
328,2.809930451222231
329,-0.5957242043701613
330,-0.3760587471409841
331,2.811160013226741
332,-0.6116157462541507
333,-0.3760587513556857
334,2.8439128640165463
335,-0.5965105950694762
336,-0.3760587519392548
337,2.8100175895460486
338,-0.6021994708907282
339,-0.37605874811326745
340,2.8068638595613122
341,-0.6105469539750787
342,-0.3760587493573198
343,2.797516007612846
344,-0.6099463277702859
345,-0.37605874851011767
346,2.839107101837807
347,-0.6032722828194227
348,-0.37605875247601966
349,2.8306526042221116
350,-0.5969003388681333
351,-0.3760587536735
352,2.8091479349510142
